Time, Ecg1
09:42:41.331487,6149245.0
09:42:41.371487,6151284.0
09:42:41.411487,6146220.0
09:42:41.451487,6149838.0
09:42:41.491487,6149779.0
09:42:41.531487,6149093.0
09:42:41.571487,6149049.0
09:42:41.611487,6150954.0
09:42:41.651487,6150799.0
09:42:41.691487,6150041.0
09:42:41.731487,6149266.0
09:42:41.771487,6149870.0
09:42:41.811487,6149252.0
09:42:41.851487,6149942.0
09:42:41.891487,6149387.0
09:42:41.931487,6149714.0
09:42:41.971487,6149720.0
09:42:42.011487,6149330.0
09:42:42.051487,6150119.0
09:42:42.091487,6150388.0
09:42:42.131487,6149652.0
09:42:42.171487,6149954.0
09:42:42.211487,6150176.0
09:42:42.251487,6149098.0
09:42:42.291487,6149406.0
09:42:42.331487,6150916.0
09:42:42.371487,6150223.0
09:42:42.411487,6149078.0
09:42:42.451487,6149178.0
09:42:42.491487,6150848.0
09:42:42.531487,6149643.0
09:42:42.571487,6149133.0
09:42:42.611487,6148036.0
09:42:42.651487,6150073.0
09:42:42.691487,6149336.0
09:42:42.731487,6149158.0
09:42:42.771487,6149550.0
09:42:42.811487,6149873.0
09:42:42.851487,6150005.0
09:42:42.891487,6150338.0
09:42:42.931487,6149850.0
09:42:42.971487,6149609.0
09:42:43.011487,6149605.0
09:42:43.051487,6149531.0
09:42:43.091487,6149521.0
09:42:43.131487,6149221.0
09:42:43.171487,6146823.0
09:42:43.211487,6149303.0
09:42:43.251487,6149147.0
09:42:43.291487,6149261.0
09:42:43.331487,6150402.0
09:42:43.371487,6149905.0
09:42:43.411487,6150542.0
09:42:43.451487,6150382.0
09:42:43.491487,6149125.0
09:42:43.531487,6149562.0
09:42:43.571487,6149970.0
09:42:43.611487,6149839.0
09:42:43.651487,6149194.0
09:42:43.691487,6150201.0
09:42:43.731487,6149742.0
09:42:43.771487,6149769.0
09:42:43.811487,6146516.0
09:42:43.851487,6149577.0
09:42:43.891487,6149854.0
09:42:43.931487,6150307.0
09:42:43.971487,6149796.0
09:42:44.011487,6149936.0
09:42:44.051487,6150712.0
09:42:44.091487,6151000.0
09:42:44.131487,6150040.0
09:42:44.171487,6149528.0
09:42:44.211487,6151147.0
09:42:44.251487,6149279.0
09:42:44.291487,6149041.0
09:42:44.331487,6150037.0
09:42:44.371487,6150809.0
09:42:44.411487,6149681.0
09:42:44.451487,6149225.0
09:42:44.491487,6149606.0
09:42:44.531487,6151803.0
