Time,Ecg1
11:06:12.418085,6218567.0
11:06:12.458085,6218267.0
11:06:12.498085,6218550.0
11:06:12.538085,6218357.0
11:06:12.578085,6222336.0
11:06:12.618085,6217823.0
11:06:12.658085,6217585.0
11:06:12.698085,6217595.0
11:06:12.738085,6217343.0
11:06:12.778085,6217456.0
11:06:12.818085,6217603.0
11:06:12.858085,6217884.0
11:06:12.898085,6217931.0
11:06:12.938085,6217878.0
11:06:12.978085,6217720.0
11:06:13.018085,6223868.0
11:06:13.058085,6216089.0
11:06:13.098085,6217220.0
11:06:13.138085,6216986.0
11:06:13.178085,6216979.0
11:06:13.218085,6216860.0
11:06:13.258085,6217014.0
11:06:13.298085,6216955.0
11:06:13.338085,6217039.0
11:06:13.378085,6218233.0
11:06:13.418085,6216684.0
11:06:13.458085,6216539.0
11:06:13.498085,6217082.0
11:06:13.538085,6216737.0
11:06:13.578085,6216927.0
11:06:13.618085,6217301.0
11:06:13.658085,6217368.0
11:06:13.698085,6216910.0
11:06:13.738085,6217558.0
11:06:13.778085,6217194.0
11:06:13.818085,6216904.0
11:06:13.858085,6216721.0
11:06:13.898085,6217205.0
11:06:13.938085,6217051.0
11:06:13.978085,6216793.0
11:06:14.018085,6216719.0
11:06:14.058085,6216782.0
11:06:14.098085,6223448.0
11:06:14.138085,6215594.0
11:06:14.178085,6216283.0
11:06:14.218085,6216590.0
11:06:14.258085,6216436.0
11:06:14.298085,6216384.0
11:06:14.338085,6216454.0
11:06:14.653976,6217194.0
11:06:14.693976,6216489.0
11:06:14.733976,6216225.0
11:06:14.773976,6216360.0
11:06:14.813976,6216448.0
11:06:14.853976,6216491.0
11:06:14.893976,6216424.0
11:06:14.933976,6216536.0
11:06:14.973976,6216481.0
11:06:15.013976,6216299.0
11:06:15.053976,6216454.0
11:06:15.093976,6216339.0
11:06:15.133976,6216055.0
11:06:15.173976,6216448.0
11:06:15.213976,6216748.0
11:06:15.253976,6216295.0
11:06:15.293976,6218713.0
11:06:15.333976,6216290.0
11:06:15.373976,6215776.0
11:06:15.413976,6215785.0
11:06:15.453976,6215590.0
11:06:15.493976,6215380.0
11:06:15.533976,6215400.0
11:06:15.573976,6215966.0
11:06:15.613976,6215763.0
11:06:15.653976,6215999.0
11:06:15.693976,6215726.0
11:06:15.733976,6215834.0
11:06:15.773976,6215552.0
11:06:15.813976,6215812.0
11:06:15.853976,6219106.0
11:06:15.893976,6215757.0
11:06:15.933976,6215093.0
11:06:15.973976,6215222.0
11:06:16.013976,6215165.0
11:06:16.053976,6215159.0
11:06:16.093976,6215343.0
11:06:16.133976,6215509.0
11:06:16.173976,6215841.0
11:06:16.213976,6215840.0
11:06:16.253976,6215568.0
11:06:16.293976,6221600.0
11:06:16.333976,6215003.0
11:06:16.373976,6215735.0
11:06:16.413976,6215403.0
11:06:16.453976,6216202.0
11:06:16.493976,6216150.0
11:06:16.533976,6216471.0
11:06:16.573976,6216298.0
11:06:16.613976,6216392.0
11:06:16.653976,6216382.0
11:06:16.693976,6216878.0
11:06:16.733976,6222297.0
11:06:16.773976,6215056.0
11:06:16.813976,6216063.0
11:06:16.853976,6216747.0
11:06:16.893976,6216666.0
11:06:16.933976,6216709.0
11:06:16.973976,6216847.0
11:06:17.013976,6216911.0
11:06:17.053976,6216526.0
11:06:17.093976,6217264.0
11:06:17.133976,6216857.0
11:06:17.173976,6221426.0
11:06:17.213976,6216211.0
11:06:17.253976,6216645.0
11:06:17.293976,6216663.0
11:06:17.333976,6216196.0
11:06:17.373976,6216398.0
11:06:17.413976,6216900.0
11:06:17.453976,6216764.0
11:06:17.493976,6216753.0
11:06:17.533976,6216787.0
11:06:17.573976,6224317.0
11:06:17.613976,6215193.0
11:06:17.653976,6216014.0
11:06:17.693976,6216766.0
11:06:17.733976,6215923.0
11:06:17.773976,6216215.0
11:06:17.813976,6216951.0
11:06:17.853976,6216483.0
11:06:17.893976,6216276.0
11:06:17.933976,6216872.0
11:06:17.973976,6216900.0
11:06:18.013976,6216742.0
11:06:18.053976,6216973.0
11:06:18.093976,6216829.0
11:06:18.133976,6216674.0
11:06:18.173976,6216812.0
11:06:18.213976,6220558.0
11:06:18.253976,6215870.0
11:06:18.293976,6216714.0
11:06:18.333976,6216618.0
11:06:18.373976,6216281.0
11:06:18.413976,6216231.0
11:06:18.453976,6217025.0
11:06:18.493976,6217185.0
11:06:18.533976,6216734.0
11:06:18.573976,6216852.0
11:06:18.613976,6216912.0
11:06:18.968105,6223111.0
11:06:19.008105,6216685.0
11:06:19.048105,6216833.0
11:06:19.088105,6216163.0
11:06:19.128105,6216727.0
11:06:19.168105,6216669.0
11:06:19.208105,6216528.0
11:06:19.248105,6220944.0
11:06:19.288105,6216145.0
11:06:19.328105,6216669.0
11:06:19.368105,6215937.0
11:06:19.408105,6216692.0
11:06:19.448105,6216928.0
11:06:19.488105,6217323.0
11:06:19.528105,6217599.0
11:06:19.568105,6217882.0
11:06:19.608105,6217398.0
11:06:19.648105,6217714.0
11:06:19.688105,6218485.0
11:06:19.728105,6218689.0
11:06:19.768105,6219514.0
11:06:19.808105,6222098.0
11:06:19.848105,6219597.0
11:06:19.888105,6219293.0
11:06:19.928105,6220066.0
11:06:19.968105,6220389.0
11:06:20.008105,6220614.0
11:06:20.048105,6221055.0
11:06:20.088105,6221626.0
11:06:20.128105,6221880.0
11:06:20.168105,6221715.0
11:06:20.208105,6229417.0
11:06:20.248105,6221315.0
11:06:20.288105,6222213.0
11:06:20.328105,6222353.0
11:06:20.368105,6222855.0
11:06:20.408105,6223198.0
11:06:20.448105,6223283.0
11:06:20.488105,6223849.0
11:06:20.528105,6223970.0
11:06:20.568105,6224161.0
11:06:20.608105,6224608.0
11:06:20.648105,6225641.0
11:06:20.688105,6233748.0
11:06:20.728105,6224423.0
11:06:20.768105,6226579.0
11:06:20.808105,6227556.0
11:06:20.848105,6228067.0
11:06:20.888105,6229693.0
11:06:20.928105,6230345.0
11:06:20.968105,6230667.0
11:06:21.008105,6231894.0
11:06:21.048105,6232867.0
11:06:21.088105,6233552.0
11:06:21.128105,6233948.0
11:06:21.168105,6234683.0
11:06:21.208105,6235145.0
11:06:21.248105,6235537.0
11:06:21.288105,6243652.0
11:06:21.328105,6234823.0
11:06:21.368105,6235958.0
11:06:21.408105,6236929.0
11:06:21.448105,6236925.0
11:06:21.488105,6237084.0
11:06:21.528105,6237858.0
11:06:21.568105,6238143.0
11:06:21.608105,6238121.0
11:06:21.648105,6238389.0
11:06:21.688105,6237846.0
11:06:21.728105,6237638.0
11:06:21.768105,6237642.0
11:06:21.808105,6237613.0
11:06:21.848105,6243705.0
11:06:21.888105,6235183.0
11:06:21.928105,6236027.0
11:06:21.968105,6235633.0
11:06:22.008105,6234988.0
11:06:22.048105,6234548.0
11:06:22.088105,6234058.0
11:06:22.128105,6233933.0
11:06:22.168105,6233030.0
11:06:22.208105,6232357.0
11:06:22.248105,6235633.0
11:06:22.288105,6229759.0
11:06:22.328105,6228598.0
11:06:22.368105,6226699.0
11:06:22.408105,6224889.0
11:06:22.448105,6222499.0
11:06:22.488105,6220152.0
11:06:22.528105,6220872.0
11:06:22.568105,6221804.0
11:06:22.608105,6225983.0
11:06:22.648105,6219803.0
11:06:22.688105,6220931.0
11:06:22.728105,6220667.0
11:06:22.768105,6220282.0
11:06:22.808105,6220752.0
11:06:22.848105,6221693.0
11:06:22.888105,6222076.0
11:06:22.928105,6222560.0
11:06:23.273228,6224059.0
11:06:23.313228,6226121.0
11:06:23.353228,6226440.0
11:06:23.393228,6227407.0
11:06:23.433228,6228525.0
11:06:23.473228,6229614.0
11:06:23.513228,6229423.0
11:06:23.553228,6229630.0
11:06:23.593228,6229953.0
11:06:23.633228,6230963.0
11:06:23.673228,6230863.0
11:06:23.713228,6230787.0
11:06:23.753228,6230781.0
11:06:23.793228,6230522.0
11:06:23.833228,6238603.0
11:06:23.873228,6230074.0
11:06:23.913228,6231073.0
11:06:23.953228,6230879.0
11:06:23.993228,6230882.0
11:06:24.033228,6230812.0
11:06:24.073228,6231158.0
11:06:24.113228,6231301.0
11:06:24.153228,6230938.0
11:06:24.193228,6230982.0
11:06:24.233228,6231206.0
11:06:24.273228,6235916.0
11:06:24.313228,6229104.0
11:06:24.353228,6230371.0
11:06:24.393228,6230165.0
11:06:24.433228,6229983.0
11:06:24.473228,6229566.0
11:06:24.513228,6230409.0
11:06:24.553228,6230063.0
11:06:24.593228,6229599.0
11:06:24.633228,6229346.0
11:06:24.673228,6229489.0
11:06:24.713228,6230599.0
11:06:24.753228,6229059.0
11:06:24.793228,6228742.0
11:06:24.833228,6228369.0
11:06:24.873228,6228297.0
11:06:24.913228,6228050.0
11:06:24.953228,6228193.0
11:06:24.993228,6228002.0
11:06:25.033228,6227926.0
11:06:25.073228,6227535.0
11:06:25.113228,6227909.0
11:06:25.153228,6227798.0
11:06:25.193228,6227623.0
11:06:25.233228,6226835.0
11:06:25.273228,6234311.0
11:06:25.313228,6226382.0
11:06:25.353228,6226522.0
11:06:25.393228,6225588.0
11:06:25.433228,6225898.0
11:06:25.473228,6225565.0
11:06:25.513228,6225597.0
11:06:25.553228,6225402.0
11:06:25.593228,6225922.0
11:06:25.633228,6225706.0
11:06:25.673228,6228966.0
11:06:25.713228,6224492.0
11:06:25.753228,6224530.0
11:06:25.793228,6224154.0
11:06:25.833228,6223854.0
11:06:25.873228,6224508.0
11:06:25.913228,6224157.0
11:06:25.953228,6224791.0
11:06:25.993228,6227425.0
11:06:26.033228,6223325.0
11:06:26.073228,6223456.0
11:06:26.113228,6223860.0
11:06:26.153228,6223141.0
11:06:26.193228,6223138.0
11:06:26.233228,6223384.0
11:06:26.273228,6223625.0
11:06:26.313228,6223623.0
11:06:26.353228,6223183.0
11:06:26.393228,6223083.0
11:06:26.433228,6222967.0
11:06:26.473228,6222786.0
11:06:26.513228,6223270.0
11:06:26.553228,6227296.0
11:06:26.593228,6221836.0
11:06:26.633228,6222331.0
11:06:26.673228,6222475.0
11:06:26.713228,6222095.0
11:06:26.753228,6222035.0
11:06:26.793228,6222815.0
11:06:26.833228,6223107.0
11:06:26.873228,6222854.0
11:06:26.913228,6222527.0
11:06:26.953228,6223450.0
11:06:26.993228,6223624.0
11:06:27.033228,6222501.0
11:06:27.073228,6222767.0
11:06:27.113228,6222360.0
11:06:27.153228,6222186.0
11:06:27.193228,6222845.0
11:06:27.233228,6223257.0
11:06:27.556695,6223168.0
11:06:27.596695,6222860.0
11:06:27.636695,6222299.0
11:06:27.676695,6222983.0
11:06:27.716695,6222686.0
11:06:27.756695,6222961.0
11:06:27.796695,6223069.0
11:06:27.836695,6223779.0
11:06:27.876695,6223477.0
11:06:27.916695,6216999.0
11:06:27.956695,6216838.0
11:06:27.996695,6224760.0
11:06:28.036695,6225020.0
11:06:28.076695,6226527.0
11:06:28.116695,6227823.0
11:06:28.156695,6228262.0
11:06:28.196695,6226181.0
11:06:28.236695,6224972.0
11:06:28.276695,6224565.0
11:06:28.316695,6225242.0
11:06:28.356695,6233280.0
11:06:28.396695,6223645.0
11:06:28.436695,6224745.0
11:06:28.476695,6224984.0
11:06:28.516695,6225140.0
11:06:28.556695,6224846.0
11:06:28.596695,6226058.0
11:06:28.636695,6226200.0
11:06:28.676695,6226616.0
11:06:28.716695,6228629.0
11:06:28.756695,6226307.0
11:06:28.796695,6226582.0
11:06:28.836695,6227509.0
11:06:28.876695,6227625.0
11:06:28.916695,6228266.0
11:06:28.956695,6228713.0
11:06:28.996695,6229463.0
11:06:29.036695,6229070.0
11:06:29.076695,6229749.0
11:06:29.116695,6230595.0
11:06:29.156695,6230725.0
11:06:29.196695,6231082.0
11:06:29.236695,6232249.0
11:06:29.276695,6231869.0
11:06:29.316695,6232268.0
11:06:29.356695,6232935.0
11:06:29.396695,6232898.0
11:06:29.436695,6233341.0
11:06:29.476695,6234221.0
11:06:29.516695,6240686.0
11:06:29.556695,6233818.0
11:06:29.596695,6234947.0
11:06:29.636695,6235496.0
11:06:29.676695,6235933.0
11:06:29.716695,6236084.0
11:06:29.756695,6236981.0
11:06:29.796695,6237867.0
11:06:29.836695,6238298.0
11:06:29.876695,6238777.0
11:06:29.916695,6239156.0
11:06:29.956695,6244409.0
11:06:29.996695,6239190.0
11:06:30.036695,6240806.0
11:06:30.076695,6241106.0
11:06:30.116695,6241389.0
11:06:30.156695,6242509.0
11:06:30.196695,6243205.0
11:06:30.236695,6243566.0
11:06:30.276695,6243838.0
11:06:30.316695,6244584.0
11:06:30.356695,6245229.0
11:06:30.396695,6245332.0
11:06:30.436695,6245281.0
11:06:30.476695,6250017.0
11:06:30.516695,6245639.0
11:06:30.556695,6246132.0
11:06:30.596695,6246692.0
11:06:30.636695,6246648.0
11:06:30.676695,6247196.0
11:06:30.716695,6247563.0
11:06:30.756695,6247960.0
11:06:30.796695,6248027.0
11:06:30.836695,6248300.0
11:06:30.876695,6248280.0
11:06:30.916695,6249073.0
11:06:30.956695,6248808.0
11:06:30.996695,6251584.0
11:06:31.036695,6249727.0
11:06:31.076695,6249128.0
11:06:31.116695,6248894.0
11:06:31.156695,6249274.0
11:06:31.196695,6249487.0
11:06:31.236695,6249922.0
11:06:31.276695,6250097.0
11:06:31.316695,6250250.0
11:06:31.356695,6250272.0
11:06:31.396695,6250633.0
11:06:31.436695,6250928.0
11:06:31.476695,6250451.0
11:06:31.516695,6250836.0
11:06:33.914294,6250822.0
11:06:33.954294,6250727.0
11:06:33.994294,6251306.0
11:06:34.034294,6251161.0
11:06:34.074294,6251653.0
11:06:34.114294,6255283.0
11:06:34.154294,6250343.0
11:06:34.194294,6250696.0
11:06:34.234294,6251124.0
11:06:34.274294,6250913.0
11:06:34.314294,6250871.0
11:06:34.354294,6251202.0
11:06:34.394294,6251121.0
11:06:34.434294,6251447.0
11:06:34.474294,6251772.0
11:06:34.514294,6251722.0
11:06:34.554294,6251228.0
11:06:34.594294,6251299.0
11:06:34.634294,6250932.0
11:06:34.674294,6251543.0
11:06:34.714294,6251400.0
11:06:34.754294,6251486.0
11:06:34.794294,6250877.0
11:06:34.834294,6251946.0
11:06:34.874294,6251502.0
11:06:34.914294,6251719.0
11:06:34.954294,6253550.0
11:06:34.994294,6251094.0
11:06:35.034294,6250661.0
11:06:35.074294,6250801.0
11:06:35.114294,6250054.0
11:06:35.154294,6250322.0
11:06:35.194294,6250843.0
11:06:35.234294,6251252.0
11:06:35.274294,6250679.0
11:06:35.314294,6257183.0
11:06:35.354294,6249402.0
11:06:35.394294,6250839.0
11:06:35.434294,6250221.0
11:06:35.474294,6250263.0
11:06:35.514294,6250780.0
11:06:35.554294,6251319.0
11:06:35.594294,6251332.0
11:06:35.634294,6251739.0
11:06:35.674294,6252044.0
11:06:35.714294,6259188.0
11:06:35.754294,6251320.0
11:06:35.794294,6252340.0
11:06:35.834294,6252606.0
11:06:35.874294,6252938.0
11:06:35.914294,6253136.0
11:06:35.954294,6253686.0
11:06:35.994294,6253768.0
11:06:36.034294,6253865.0
11:06:36.074294,6254051.0
11:06:36.114294,6254229.0
11:06:36.154294,6253738.0
11:06:36.194294,6254109.0
11:06:36.234294,6258231.0
11:06:36.274294,6253994.0
11:06:36.314294,6253605.0
11:06:36.354294,6253791.0
11:06:36.394294,6253331.0
11:06:36.434294,6253612.0
11:06:36.474294,6253613.0
11:06:36.514294,6253863.0
11:06:36.554294,6253497.0
11:06:36.594294,6254691.0
11:06:36.634294,6258431.0
11:06:36.674294,6261604.0
11:06:36.714294,6255681.0
11:06:36.754294,6256817.0
11:06:36.794294,6256941.0
11:06:36.834294,6257430.0
11:06:36.874294,6257944.0
11:06:36.914294,6258442.0
11:06:36.954294,6257771.0
11:06:36.994294,6257804.0
11:06:37.034294,6258303.0
11:06:37.074294,6264095.0
11:06:37.114294,6257521.0
11:06:37.154294,6258826.0
11:06:37.194294,6258657.0
11:06:37.234294,6258604.0
11:06:37.274294,6258721.0
11:06:37.314294,6258761.0
11:06:37.354294,6258718.0
11:06:37.394294,6258468.0
11:06:37.434294,6259196.0
11:06:37.474294,6258842.0
11:06:37.514294,6264813.0
11:06:37.554294,6256642.0
11:06:37.594294,6258388.0
11:06:37.634294,6258177.0
11:06:37.674294,6257462.0
11:06:37.714294,6257529.0
11:06:37.754294,6257557.0
11:06:37.794294,6257080.0
11:06:37.834294,6256886.0
11:06:37.874294,6256506.0
11:06:38.415099,6255767.0
11:06:38.455099,6252485.0
11:06:38.495099,6251940.0
11:06:38.535099,6252051.0
11:06:38.575099,6251921.0
11:06:38.615099,6251413.0
11:06:38.655099,6251880.0
11:06:38.695099,6255454.0
11:06:38.735099,6249636.0
11:06:38.775099,6250198.0
11:06:38.815099,6250022.0
11:06:38.855099,6249628.0
11:06:38.895099,6249796.0
11:06:38.935099,6249368.0
11:06:38.975099,6248927.0
11:06:39.015099,6249109.0
11:06:39.055099,6249434.0
11:06:39.095099,6250059.0
11:06:39.135099,6247993.0
11:06:39.175099,6247919.0
11:06:39.215099,6248013.0
11:06:39.255099,6248513.0
11:06:39.295099,6248089.0
11:06:39.335099,6248371.0
11:06:39.375099,6248018.0
11:06:39.415099,6248056.0
11:06:39.455099,6247792.0
11:06:39.495099,6248051.0
11:06:39.535099,6247581.0
11:06:39.575099,6247302.0
11:06:39.615099,6247987.0
11:06:39.655099,6247874.0
11:06:39.695099,6247072.0
11:06:39.735099,6253096.0
11:06:39.775099,6246832.0
11:06:39.815099,6247783.0
11:06:39.855099,6247323.0
11:06:39.895099,6248033.0
11:06:39.935099,6247818.0
11:06:39.975099,6248191.0
11:06:40.015099,6248073.0
11:06:40.055099,6249015.0
11:06:40.095099,6248741.0
11:06:40.135099,6248726.0
11:06:40.175099,6248825.0
11:06:40.215099,6249109.0
11:06:40.255099,6249357.0
11:06:40.295099,6248642.0
11:06:40.335099,6249581.0
11:06:40.375099,6250156.0
11:06:40.415099,6252793.0
11:06:40.455099,6248429.0
11:06:40.495099,6249188.0
11:06:40.535099,6249184.0
11:06:40.575099,6248909.0
11:06:40.615099,6249106.0
11:06:40.655099,6248934.0
11:06:40.695099,6249847.0
11:06:40.735099,6249762.0
11:06:40.775099,6249872.0
11:06:40.815099,6248860.0
11:06:40.855099,6250071.0
11:06:40.895099,6250097.0
11:06:40.935099,6250001.0
11:06:40.975099,6254049.0
11:06:41.015099,6249476.0
11:06:41.055099,6250012.0
11:06:41.095099,6249482.0
11:06:41.135099,6249515.0
11:06:41.175099,6249576.0
11:06:41.215099,6250801.0
11:06:41.255099,6250524.0
11:06:41.295099,6250513.0
11:06:41.335099,6250443.0
11:06:41.375099,6251181.0
11:06:41.415099,6251438.0
11:06:41.455099,6249797.0
11:06:41.495099,6249889.0
11:06:41.535099,6250074.0
11:06:41.575099,6250011.0
11:06:41.615099,6249904.0
11:06:41.655099,6250317.0
11:06:41.695099,6250020.0
11:06:41.735099,6250606.0
11:06:41.775099,6250678.0
11:06:41.815099,6250028.0
11:06:41.855099,6252563.0
11:06:41.895099,6250109.0
11:06:41.935099,6249934.0
11:06:41.975099,6249742.0
11:06:42.015099,6249841.0
11:06:42.055099,6249717.0
11:06:42.095099,6249975.0
11:06:42.135099,6250032.0
11:06:42.175099,6249498.0
11:06:42.215099,6249381.0
11:06:42.255099,6255831.0
11:06:42.295099,6247832.0
11:06:42.335099,6248066.0
11:06:42.375099,6248825.0
11:06:42.504635,6248358.0
11:06:42.544635,6248304.0
11:06:42.584635,6247373.0
11:06:42.624635,6247407.0
11:06:42.664635,6247058.0
11:06:42.704635,6246452.0
11:06:42.744635,6246864.0
11:06:42.784635,6247532.0
11:06:42.824635,6247660.0
11:06:42.864635,6247084.0
11:06:42.904635,6254195.0
11:06:42.944635,6245723.0
11:06:42.984635,6246320.0
11:06:43.024635,6246130.0
11:06:43.064635,6246030.0
11:06:43.104635,6246422.0
11:06:43.144635,6246763.0
11:06:43.184635,6247008.0
11:06:43.224635,6246390.0
11:06:43.264635,6245923.0
11:06:43.304635,6246762.0
11:06:43.344635,6246779.0
11:06:43.384635,6246048.0
11:06:43.424635,6245508.0
11:06:43.464635,6246143.0
11:06:43.504635,6253196.0
11:06:43.544635,6244710.0
11:06:43.584635,6245066.0
11:06:43.624635,6245006.0
11:06:43.664635,6245476.0
11:06:43.704635,6245404.0
11:06:43.744635,6245194.0
11:06:43.784635,6245238.0
11:06:43.824635,6245752.0
11:06:43.864635,6245560.0
11:06:43.904635,6245504.0
11:06:43.944635,6252689.0
11:06:43.984635,6244220.0
11:06:44.024635,6244755.0
11:06:44.064635,6244730.0
11:06:44.104635,6244792.0
11:06:44.144635,6244902.0
11:06:44.184635,6245182.0
11:06:44.224635,6245019.0
11:06:44.264635,6244986.0
11:06:44.304635,6245044.0
11:06:44.344635,6252164.0
11:06:44.384635,6244260.0
11:06:44.424635,6244578.0
11:06:44.464635,6244251.0
11:06:44.504635,6244259.0
11:06:44.544635,6244778.0
11:06:44.584635,6245026.0
11:06:44.624635,6244679.0
11:06:44.664635,6244743.0
11:06:44.704635,6245067.0
11:06:44.744635,6247829.0
11:06:44.784635,6243423.0
11:06:44.824635,6243671.0
11:06:44.864635,6244236.0
11:06:44.904635,6244747.0
11:06:44.944635,6244099.0
11:06:44.984635,6244219.0
11:06:45.024635,6244399.0
11:06:45.064635,6244732.0
11:06:45.104635,6244192.0
11:06:45.144635,6243999.0
11:06:45.184635,6243840.0
11:06:45.224635,6244251.0
11:06:45.264635,6243978.0
11:06:45.304635,6243689.0
11:06:45.344635,6243346.0
11:06:45.384635,6243298.0
11:06:45.424635,6244356.0
11:06:45.464635,6244644.0
11:06:45.504635,6242315.0
11:06:45.544635,6243094.0
11:06:45.584635,6242879.0
11:06:45.624635,6241972.0
11:06:45.664635,6242695.0
11:06:45.704635,6243500.0
11:06:45.744635,6243182.0
11:06:45.784635,6242552.0
11:06:45.824635,6244991.0
11:06:45.864635,6241719.0
11:06:45.904635,6242651.0
11:06:45.944635,6242007.0
11:06:45.984635,6242875.0
11:06:46.024635,6242383.0
11:06:46.064635,6242493.0
11:06:46.104635,6241747.0
11:06:46.144635,6242726.0
11:06:46.184635,6242182.0
11:06:46.224635,6242147.0
11:06:46.264635,6241268.0
11:06:46.304635,6242179.0
11:06:46.344635,6241710.0
11:06:46.384635,6241517.0
11:06:46.424635,6244332.0
11:06:46.464635,6239691.0
11:06:46.807832,6240708.0
11:06:46.847832,6240372.0
11:06:46.887832,6239998.0
11:06:46.927832,6240155.0
11:06:46.967832,6242951.0
11:06:47.007832,6240080.0
11:06:47.047832,6239475.0
11:06:47.087832,6239826.0
11:06:47.127832,6239935.0
11:06:47.167832,6240057.0
11:06:47.207832,6240752.0
11:06:47.247832,6240275.0
11:06:47.287832,6239928.0
11:06:47.327832,6240416.0
11:06:47.367832,6240613.0
11:06:47.407832,6239566.0
11:06:47.447832,6239963.0
11:06:47.487832,6240116.0
11:06:47.527832,6244606.0
11:06:47.567832,6238981.0
11:06:47.607832,6239330.0
11:06:47.647832,6239178.0
11:06:47.687832,6238928.0
11:06:47.727832,6238660.0
11:06:47.767832,6239100.0
11:06:47.807832,6239421.0
11:06:47.847832,6239237.0
11:06:47.887832,6238919.0
11:06:47.927832,6238607.0
11:06:47.967832,6238264.0
11:06:48.007832,6238946.0
11:06:48.047832,6238415.0
