Time,Ecg1
13:27:37.336,6029993.0
13:27:37.376,6030061.0
13:27:37.416,6029413.0
13:27:37.456,6029158.0
13:27:37.496,5963817.0
13:27:37.536,6029072.0
13:27:37.576,6029502.0
13:27:37.616,6029101.0
13:27:37.656,6029123.0
13:27:37.696,6029487.0
13:27:37.736,6029767.0
13:27:37.776,6035481.0
13:27:37.816,6047844.0
13:27:37.856,6028768.0
13:27:37.896,6027622.0
13:27:37.936,6026771.0
13:27:37.976,6024419.0
13:27:38.016,6021713.0
13:27:38.056,6021401.0
13:27:38.096,6023789.0
13:27:38.136,6026291.0
13:27:38.176,6027718.0
13:27:38.216,6027604.0
13:27:38.256,6028567.0
13:27:38.296,6028591.0
13:27:38.336,6029016.0
13:27:38.376,6028858.0
13:27:38.416,6028987.0
13:27:38.456,6029076.0
13:27:38.496,6029515.0
13:27:38.536,6027678.0
13:27:38.576,6028512.0
13:27:38.616,6029706.0
13:27:38.656,6030305.0
13:27:38.696,6029652.0
13:27:38.736,6029694.0
13:27:38.776,6029396.0
13:27:38.816,6029449.0
13:27:38.856,6030426.0
13:27:38.896,6029648.0
13:27:38.936,6029123.0
13:27:38.976,6033447.0
13:27:39.016,6040665.0
13:27:39.056,6023950.0
13:27:39.096,6027427.0
13:27:39.136,6027584.0
13:27:39.176,6027219.0
13:27:39.216,6026547.0
13:27:39.256,6026986.0
13:27:39.296,6028630.0
13:27:39.336,6029260.0
13:27:39.376,6029343.0
13:27:39.416,6029631.0
13:27:39.456,6029529.0
13:27:39.496,6029248.0
13:27:39.536,6029271.0
13:27:39.576,6029391.0
13:27:39.616,6029145.0
13:27:39.656,6028830.0
13:27:39.696,6029031.0
13:27:39.736,6029408.0
13:27:39.776,6035839.0
13:27:39.816,6027696.0
13:27:39.856,6029320.0
13:27:39.896,6029943.0
13:27:39.936,6029484.0
13:27:39.976,6029094.0
13:27:40.016,6028596.0
13:27:40.056,6029367.0
13:27:40.096,6030124.0
13:27:40.136,6029006.0
13:27:40.176,6030013.0
13:27:40.216,6031061.0
13:27:40.256,6035120.0
13:27:40.296,6048982.0
13:27:40.336,6028829.0
13:27:40.376,6026905.0
13:27:40.416,6026239.0
13:27:40.456,6024122.0
13:27:40.496,6021484.0
13:27:40.536,6021367.0
13:27:40.576,6023926.0
13:27:40.616,6026694.0
13:27:40.656,6028353.0
13:27:40.696,6028519.0
13:27:40.736,6028571.0
13:27:40.776,6029170.0
13:27:40.816,6029479.0
13:27:40.856,6029199.0
13:27:40.896,6029250.0
13:27:40.936,6029401.0
13:27:40.976,6029522.0
13:27:41.016,6029350.0
13:27:41.056,6029635.0
13:27:41.096,6036244.0
13:27:41.136,6028028.0
13:27:41.176,6029567.0
13:27:41.216,6030215.0
13:27:41.256,6029513.0
13:27:41.296,6029151.0
13:27:40.534,6028973.0
13:27:40.574,6041544.0
13:27:40.614,6023357.0
13:27:40.654,6028104.0
13:27:40.694,6027690.0
13:27:40.734,6027482.0
13:27:40.774,6026844.0
13:27:40.814,6027618.0
13:27:40.854,6028843.0
13:27:40.894,6029218.0
13:27:40.934,6029730.0
13:27:40.974,6029614.0
13:27:41.014,6029317.0
13:27:41.054,6029176.0
13:27:41.094,6029400.0
13:27:41.134,6029310.0
13:27:41.174,6029424.0
13:27:41.214,6029337.0
13:27:41.254,6029502.0
13:27:41.294,6029177.0
13:27:41.334,6029432.0
13:27:41.374,6037076.0
13:27:41.414,6028591.0
13:27:41.454,6029444.0
13:27:41.494,6030220.0
13:27:41.534,6029498.0
13:27:41.574,6029502.0
13:27:41.614,6028832.0
13:27:41.654,6028623.0
13:27:41.694,6029945.0
13:27:41.734,6029969.0
13:27:41.774,6030101.0
13:27:41.814,6030851.0
13:27:41.854,6036045.0
13:27:41.894,6049226.0
13:27:41.934,6028681.0
13:27:41.974,6027323.0
13:27:42.014,6025847.0
13:27:42.054,6024175.0
13:27:42.094,6021334.0
13:27:42.134,6020406.0
13:27:42.174,6023697.0
13:27:42.214,6026894.0
13:27:42.254,6027764.0
13:27:42.294,6028619.0
13:27:42.334,6029047.0
13:27:42.374,6028839.0
13:27:42.414,6029361.0
13:27:42.454,6029555.0
13:27:42.494,6029114.0
13:27:42.534,6029185.0
13:27:42.574,6029465.0
13:27:42.614,6029542.0
13:27:42.654,6029854.0
13:27:42.694,6029680.0
13:27:42.734,6034219.0
13:27:42.774,6026878.0
13:27:42.814,6030236.0
13:27:42.854,6030172.0
13:27:42.894,6030355.0
13:27:42.934,6029835.0
13:27:42.974,6030136.0
13:27:43.014,6029077.0
13:27:43.054,6029766.0
13:27:43.094,6030255.0
13:27:43.134,6029786.0
13:27:43.174,6030990.0
13:27:43.214,6046635.0
13:27:43.254,6028661.0
13:27:43.294,6029435.0
13:27:43.334,6029380.0
13:27:43.374,6028725.0
13:27:43.414,6028000.0
13:27:43.454,6028317.0
13:27:43.494,6028486.0
13:27:43.534,6029458.0
13:27:43.574,6030002.0
13:27:43.614,6029998.0
