2020-10-13 21:27:42.201233,6075014.0
2020-10-13 21:27:42.221233,6075006.0
2020-10-13 21:27:42.241233,6074972.0
2020-10-13 21:27:42.261233,6074972.0
2020-10-13 21:27:42.281233,6074999.0
2020-10-13 21:27:42.301233,6074950.0
2020-10-13 21:27:42.321233,6074967.0
2020-10-13 21:27:42.341233,6074999.0
2020-10-13 21:27:42.361233,6074962.0
2020-10-13 21:27:42.381233,6074988.0
2020-10-13 21:27:42.401233,6074986.0
2020-10-13 21:27:42.421233,6074975.0
2020-10-13 21:27:42.441233,6074968.0
2020-10-13 21:27:42.461233,6074988.0
2020-10-13 21:27:42.481233,6074974.0
2020-10-13 21:27:42.501233,6074966.0
2020-10-13 21:27:42.521233,6074969.0
2020-10-13 21:27:42.541233,6074991.0
2020-10-13 21:27:42.561233,6074990.0
2020-10-13 21:27:42.581233,6075004.0
2020-10-13 21:27:42.601233,6074971.0
2020-10-13 21:27:42.621233,6074993.0
2020-10-13 21:27:42.641233,6074968.0
2020-10-13 21:27:42.661233,6074962.0
2020-10-13 21:27:42.681233,6074978.0
2020-10-13 21:27:42.701233,6075017.0
2020-10-13 21:27:42.721233,6074974.0
2020-10-13 21:27:42.741233,6074983.0
2020-10-13 21:27:42.761233,6074964.0
2020-10-13 21:27:42.781233,6074956.0
2020-10-13 21:27:42.801233,6074979.0
2020-10-13 21:27:42.821233,6075013.0
2020-10-13 21:27:42.841233,6074982.0
2020-10-13 21:27:42.861233,6074977.0
2020-10-13 21:27:42.881233,6074969.0
2020-10-13 21:27:42.901233,6075006.0
2020-10-13 21:27:42.921233,6074971.0
2020-10-13 21:27:42.941233,6074934.0
2020-10-13 21:27:42.961233,6074987.0
2020-10-13 21:27:42.981233,6074998.0
2020-10-13 21:27:43.001233,6074962.0
2020-10-13 21:27:43.021233,6074962.0
2020-10-13 21:27:43.041233,6074947.0
2020-10-13 21:27:43.061233,6074963.0
2020-10-13 21:27:43.081233,6074993.0
2020-10-13 21:27:43.101233,6075001.0
2020-10-13 21:27:43.121233,6074975.0
2020-10-13 21:27:43.141233,6074950.0
2020-10-13 21:27:43.161233,6074978.0
2020-10-13 21:27:43.181233,6074993.0
2020-10-13 21:27:43.201233,6075016.0
2020-10-13 21:27:43.221233,6074975.0
2020-10-13 21:27:43.241233,6074985.0
2020-10-13 21:27:43.261233,6074976.0
2020-10-13 21:27:43.281233,6074997.0
2020-10-13 21:27:43.301233,6074991.0
2020-10-13 21:27:43.321233,6074986.0
2020-10-13 21:27:43.341233,6074988.0
2020-10-13 21:27:43.361233,6074986.0
2020-10-13 21:27:43.381233,6074965.0
2020-10-13 21:27:43.401233,6074952.0
2020-10-13 21:27:43.421233,6074996.0
2020-10-13 21:27:43.441233,6075004.0
2020-10-13 21:27:43.461233,6074952.0
2020-10-13 21:27:43.481233,6075017.0
2020-10-13 21:27:43.501233,6074960.0
2020-10-13 21:27:43.521233,6074985.0
2020-10-13 21:27:43.541233,6074971.0
2020-10-13 21:27:43.561233,6075020.0
2020-10-13 21:27:43.581233,6074987.0
2020-10-13 21:27:43.601233,6074981.0
2020-10-13 21:27:43.621233,6074958.0
2020-10-13 21:27:43.641233,6074996.0
2020-10-13 21:27:43.661233,6074998.0
2020-10-13 21:27:43.681233,6075010.0
2020-10-13 21:27:43.701233,6074955.0
2020-10-13 21:27:43.721233,6074994.0
2020-10-13 21:27:43.741233,6074981.0
2020-10-13 21:27:43.761233,6074995.0
2020-10-13 21:27:43.781233,6074979.0
2020-10-13 21:27:43.801233,6074993.0
