Time,Ecg
21:17:48.042,6142755.0
21:17:48.082,6143288.0
21:17:48.122,6144067.0
21:17:48.162,6144663.0
21:17:48.202,6145355.0
21:17:48.242,6146029.0
21:17:48.282,6146802.0
21:17:48.322,6147544.0
21:17:48.362,6147664.0
21:17:48.402,6147628.0
21:17:48.442,6148037.0
21:17:48.482,6148835.0
21:17:48.522,6148095.0
21:17:48.562,6148099.0
21:17:48.602,6148063.0
21:17:48.642,6148117.0
21:17:48.682,6150506.0
21:17:48.722,6151699.0
21:17:48.762,6154113.0
21:17:48.802,6155450.0
21:17:48.842,6155948.0
21:17:48.882,6156912.0
21:17:48.922,6157945.0
21:17:48.962,6156379.0
21:17:49.002,6155034.0
21:17:49.042,6152578.0
21:17:49.082,6144790.0
21:17:49.122,6144368.0
21:17:49.162,6143819.0
21:17:49.202,6143175.0
21:17:49.242,6141932.0
21:17:49.282,6138951.0
21:17:49.322,6139180.0
21:17:49.362,6140808.0
21:17:49.402,6141277.0
21:17:49.442,6142909.0
21:17:49.482,6143508.0
21:17:49.522,6140173.0
21:17:49.562,6141968.0
21:17:49.602,6143940.0
21:17:49.642,6144631.0
21:17:49.682,6145004.0
21:17:49.722,6145198.0
21:17:49.762,6144721.0
21:17:49.802,6145221.0
21:17:49.842,6145295.0
21:17:49.882,6144624.0
21:17:49.922,6143296.0
21:17:49.962,6142993.0
21:17:50.002,6144005.0
21:17:50.042,6147954.0
21:17:50.082,6146901.0
21:17:50.122,6147657.0
21:17:50.162,6148402.0
21:17:50.202,6150144.0
21:17:50.242,6151504.0
21:17:50.282,6151336.0
21:17:50.322,6150272.0
21:17:50.362,6149572.0
21:17:50.402,6149012.0
21:17:50.442,6148827.0
21:17:50.482,6148870.0
21:17:50.522,6148484.0
21:17:50.562,6148488.0
21:17:50.602,6148620.0
21:17:50.642,6148274.0
21:17:50.682,6147424.0
21:17:50.722,6147041.0
21:17:50.762,6147014.0
21:17:50.802,6147688.0
21:17:50.842,6146565.0
21:17:50.882,6146197.0
21:17:50.922,6146205.0
21:17:50.962,6146680.0
21:17:51.002,6147253.0
21:17:51.042,6146173.0
21:17:51.082,6145053.0
21:17:51.122,6144612.0
21:17:51.162,6144035.0
21:17:51.202,6143191.0
21:17:51.242,6141467.0
21:17:51.282,6139668.0
21:17:51.322,6138598.0
21:17:51.362,6137490.0
21:17:51.402,6136409.0
21:17:51.442,6135356.0
21:17:51.482,6137597.0
21:17:51.522,6134907.0
21:17:51.562,6134171.0
21:17:51.602,6134322.0
21:17:51.642,6135175.0
21:17:51.682,6136182.0
21:17:51.722,6136053.0
21:17:51.762,6134979.0
21:17:51.802,6134687.0
21:17:51.842,6134791.0
21:17:51.882,6134731.0
21:17:51.922,6134545.0
21:17:51.962,6133847.0
21:17:52.002,6133741.0
21:17:52.351,6134457.0
21:17:52.391,6133781.0
21:17:52.431,6133736.0
21:17:52.471,6134068.0
21:17:52.511,6134837.0
21:17:52.551,6135002.0
21:17:52.591,6134214.0
21:17:52.631,6133737.0
21:17:52.671,6133652.0
21:17:52.711,6133529.0
21:17:52.751,6133623.0
21:17:52.791,6133898.0
21:17:52.831,6134330.0
21:17:52.871,6134324.0
21:17:52.911,6134699.0
21:17:52.951,6135078.0
21:17:52.991,6137392.0
21:17:53.031,6136426.0
21:17:53.071,6136590.0
21:17:53.111,6137187.0
21:17:53.151,6138293.0
21:17:53.191,6139974.0
21:17:53.231,6140833.0
21:17:53.271,6140671.0
21:17:53.311,6140928.0
21:17:53.351,6141692.0
21:17:53.391,6142190.0
21:17:53.431,6142727.0
21:17:53.471,6143086.0
21:17:53.511,6143376.0
21:17:53.551,6143294.0
21:17:53.591,6143597.0
21:17:53.631,6143663.0
21:17:53.671,6146114.0
21:17:53.711,6144347.0
21:17:53.751,6144607.0
21:17:53.791,6144978.0
21:17:53.831,6145789.0
21:17:53.871,6146710.0
21:17:53.911,6146824.0
21:17:53.951,6146023.0
21:17:53.991,6145985.0
21:17:54.031,6146508.0
21:17:54.071,6146822.0
21:17:54.111,6146767.0
21:17:54.151,6146592.0
21:17:54.191,6146912.0
21:17:54.231,6146368.0
21:17:54.271,6146073.0
21:17:54.311,6146323.0
21:17:54.351,6146361.0
21:17:54.391,6145733.0
21:17:54.431,6145687.0
21:17:54.471,6146026.0
21:17:54.511,6146231.0
21:17:54.551,6146957.0
21:17:54.591,6146078.0
21:17:54.631,6145112.0
21:17:54.671,6144586.0
21:17:54.711,6144341.0
21:17:54.751,6144101.0
21:17:54.791,6143826.0
21:17:54.831,6143636.0
21:17:54.871,6142754.0
21:17:54.911,6142582.0
21:17:54.951,6142174.0
21:17:54.991,6142322.0
21:17:55.031,6141269.0
21:17:55.071,6140746.0
21:17:55.111,6140564.0
21:17:55.151,6140824.0
21:17:55.191,6140917.0
21:17:55.231,6139939.0
21:17:55.271,6139000.0
21:17:55.311,6138832.0
21:17:55.351,6138578.0
21:17:55.391,6138377.0
21:17:55.431,6138187.0
21:17:55.471,6137849.0
21:17:55.511,6137695.0
21:17:55.551,6137201.0
21:17:55.591,6137169.0
21:17:55.631,6136770.0
21:17:55.671,6138919.0
21:17:55.711,6137088.0
21:17:55.751,6136812.0
21:17:55.791,6136998.0
21:17:55.831,6137282.0
21:17:55.871,6137737.0
21:17:55.911,6137118.0
21:17:55.951,6136063.0
21:17:55.991,6135525.0
21:17:56.031,6134202.0
21:17:56.071,6132977.0
21:17:56.111,6131882.0
21:17:56.151,6131465.0
21:17:56.191,6131361.0
21:17:56.231,6131497.0
21:17:56.271,6130991.0
21:17:56.311,6131135.0
21:17:56.552,6130937.0
21:17:56.592,6132897.0
21:17:56.632,6131738.0
21:17:56.672,6131391.0
21:17:56.712,6131482.0
21:17:56.752,6131752.0
21:17:56.792,6131741.0
21:17:56.832,6131608.0
21:17:56.872,6131749.0
21:17:56.912,6132032.0
21:17:56.952,6131829.0
21:17:56.992,6131582.0
21:17:57.032,6131641.0
21:17:57.072,6133825.0
21:17:57.112,6132225.0
21:17:57.152,6131928.0
21:17:57.192,6132076.0
21:17:57.232,6132756.0
21:17:57.272,6133717.0
21:17:57.312,6133438.0
21:17:57.352,6132238.0
21:17:57.392,6131810.0
21:17:57.432,6131728.0
21:17:57.472,6131801.0
21:17:57.512,6131661.0
21:17:57.552,6131607.0
21:17:57.592,6131499.0
21:17:57.632,6131471.0
21:17:57.672,6131562.0
21:17:57.712,6131931.0
21:17:57.752,6131361.0
21:17:57.792,6131153.0
21:17:57.832,6131101.0
21:17:57.872,6133564.0
21:17:57.912,6131996.0
21:17:57.952,6131576.0
21:17:57.992,6131897.0
21:17:58.032,6132342.0
21:17:58.072,6133425.0
21:17:58.112,6133575.0
21:17:58.152,6132622.0
21:17:58.192,6132301.0
21:17:58.232,6132314.0
21:17:58.272,6132254.0
21:17:58.312,6132217.0
21:17:58.352,6132070.0
21:17:58.392,6131965.0
21:17:58.432,6131897.0
21:17:58.472,6131800.0
21:17:58.512,6131653.0
21:17:58.552,6131824.0
21:17:58.592,6131973.0
21:17:58.632,6131428.0
21:17:58.672,6131477.0
21:17:58.712,6131392.0
21:17:58.752,6133842.0
21:17:58.792,6132258.0
21:17:58.832,6132402.0
21:17:58.872,6133028.0
21:17:58.912,6133545.0
21:17:58.952,6134995.0
21:17:58.992,6135115.0
21:17:59.032,6134069.0
21:17:59.072,6135592.0
21:17:59.112,6134657.0
21:17:59.152,6135294.0
21:17:59.192,6135469.0
21:17:59.232,6135614.0
21:17:59.272,6135923.0
21:17:59.312,6136028.0
21:17:59.352,6136040.0
21:17:59.392,6136456.0
21:17:59.432,6135717.0
21:17:59.472,6135833.0
21:17:59.512,6135943.0
21:17:59.552,6137214.0
21:17:59.592,6136302.0
21:17:59.632,6136199.0
21:17:59.672,6136544.0
21:17:59.712,6136911.0
21:17:59.752,6137524.0
21:17:59.792,6136877.0
21:17:59.832,6135763.0
21:17:59.872,6135311.0
21:17:59.912,6135196.0
21:17:59.952,6134992.0
21:17:59.992,6134676.0
21:18:00.032,6134435.0
21:18:00.072,6134218.0
21:18:00.112,6134318.0
21:18:00.152,6134161.0
21:18:00.192,6133528.0
21:18:00.232,6133329.0
21:18:00.272,6134176.0
21:18:00.312,6133783.0
21:18:00.352,6133308.0
21:18:00.392,6133336.0
21:18:00.432,6133485.0
21:18:00.472,6134151.0
21:18:00.512,6134622.0
21:18:01.060,6133632.0
21:18:01.100,6133115.0
21:18:01.140,6133216.0
21:18:01.180,6133415.0
21:18:01.220,6133938.0
21:18:01.260,6134102.0
21:18:01.300,6133902.0
21:18:01.340,6134086.0
21:18:01.380,6134645.0
21:18:01.420,6134401.0
21:18:01.460,6134650.0
21:18:01.500,6135010.0
21:18:01.540,6135335.0
21:18:01.580,6136136.0
21:18:01.620,6136807.0
21:18:01.660,6136000.0
21:18:01.700,6135070.0
21:18:01.740,6134692.0
21:18:01.780,6134533.0
21:18:01.820,6134247.0
21:18:01.860,6133993.0
21:18:01.900,6133733.0
21:18:01.940,6133609.0
21:18:01.980,6133714.0
21:18:02.020,6133080.0
21:18:02.060,6132810.0
21:18:02.100,6132633.0
21:18:02.140,6133205.0
21:18:02.180,6132355.0
21:18:02.220,6132212.0
21:18:02.260,6132254.0
21:18:02.300,6132645.0
21:18:02.340,6133332.0
21:18:02.380,6132461.0
21:18:02.420,6131354.0
21:18:02.460,6130993.0
21:18:02.500,6130804.0
21:18:02.540,6130626.0
21:18:02.580,6130463.0
21:18:02.620,6130115.0
21:18:02.660,6129959.0
21:18:02.700,6129926.0
21:18:02.740,6130008.0
21:18:02.780,6129443.0
21:18:02.820,6129310.0
21:18:02.860,6129570.0
21:18:02.900,6130617.0
21:18:02.940,6129819.0
21:18:02.980,6130184.0
