Time,Ecg
21:52:11.333,6090000.0
21:52:11.373,6089964.0
21:52:11.413,6092503.0
21:52:11.453,6091045.0
21:52:11.493,6090683.0
21:52:11.533,6091005.0
21:52:11.573,6091416.0
21:52:11.613,6092406.0
21:52:11.653,6092985.0
21:52:11.693,6091624.0
21:52:11.733,6090413.0
21:52:11.773,6090301.0
21:52:11.813,6090320.0
21:52:11.853,6090346.0
21:52:11.893,6090390.0
21:52:11.933,6090418.0
21:52:11.973,6090377.0
21:52:12.013,6090842.0
21:52:12.053,6090554.0
21:52:12.093,6090042.0
21:52:12.133,6089976.0
21:52:12.173,6090631.0
21:52:12.213,6089003.0
21:52:12.253,6090700.0
21:52:12.293,6091042.0
21:52:12.333,6091348.0
21:52:12.373,6092211.0
21:52:12.413,6093107.0
21:52:12.453,6092384.0
21:52:12.493,6090750.0
21:52:12.533,6090407.0
21:52:12.573,6090431.0
21:52:12.613,6090508.0
21:52:12.653,6090563.0
21:52:12.693,6090500.0
21:52:12.733,6090428.0
21:52:12.773,6090760.0
21:52:12.813,6090905.0
21:52:12.853,6090288.0
21:52:12.893,6090189.0
21:52:12.933,6090066.0
21:52:12.973,6092578.0
21:52:13.013,6091088.0
21:52:13.053,6090763.0
21:52:13.093,6090880.0
21:52:13.133,6091478.0
21:52:13.173,6092406.0
21:52:13.213,6092947.0
21:52:13.253,6091558.0
21:52:13.293,6090444.0
21:52:13.333,6090294.0
21:52:13.373,6090346.0
21:52:13.413,6090392.0
21:52:13.453,6090441.0
21:52:13.493,6090386.0
21:52:13.533,6090765.0
21:52:13.573,6090526.0
21:52:13.613,6090316.0
21:52:13.653,6090074.0
21:52:13.693,6090474.0
21:52:13.733,6089090.0
21:52:13.773,6090807.0
21:52:13.813,6090898.0
21:52:13.853,6091219.0
21:52:13.893,6091966.0
21:52:13.933,6092874.0
21:52:13.973,6092338.0
21:52:14.013,6090727.0
21:52:14.053,6090333.0
21:52:14.093,6090323.0
21:52:14.133,6090395.0
21:52:14.173,6090423.0
21:52:14.213,6090334.0
21:52:14.253,6090644.0
21:52:14.293,6090632.0
21:52:14.333,6090269.0
21:52:14.373,6090082.0
21:52:14.413,6090141.0
21:52:14.453,6092924.0
21:52:14.493,6091701.0
21:52:14.533,6091417.0
21:52:14.573,6091784.0
21:52:14.613,6092121.0
21:52:14.653,6093032.0
21:52:14.693,6093526.0
21:52:14.733,6092333.0
21:52:14.773,6091328.0
21:52:14.813,6091111.0
21:52:14.853,6091229.0
21:52:14.893,6091194.0
21:52:14.933,6091189.0
21:52:14.973,6091018.0
21:52:15.013,6091390.0
21:52:15.053,6091543.0
21:52:16.086,6090955.0
21:52:16.126,6091751.0
21:52:16.166,6091271.0
21:52:16.206,6091644.0
21:52:16.246,6092270.0
21:52:16.286,6093336.0
21:52:16.326,6093625.0
21:52:16.366,6091887.0
21:52:16.406,6090933.0
21:52:16.446,6090884.0
21:52:16.486,6090939.0
21:52:16.526,6090976.0
21:52:16.566,6090963.0
21:52:16.606,6090880.0
21:52:16.646,6091199.0
21:52:16.686,6091362.0
21:52:16.726,6090718.0
21:52:16.766,6090496.0
21:52:16.806,6090490.0
21:52:16.846,6089226.0
21:52:16.886,6091542.0
21:52:16.926,6091244.0
21:52:16.966,6091661.0
21:52:17.006,6092465.0
21:52:17.046,6093392.0
21:52:17.086,6093149.0
21:52:17.126,6091517.0
21:52:17.166,6090797.0
21:52:17.206,6090740.0
21:52:17.246,6090867.0
21:52:17.286,6090809.0
21:52:17.326,6090786.0
21:52:17.366,6091235.0
21:52:17.406,6090985.0
21:52:17.446,6090546.0
21:52:17.486,6090374.0
21:52:17.526,6091530.0
21:52:17.566,6090234.0
21:52:17.606,6091109.0
21:52:17.646,6091346.0
21:52:17.686,6091767.0
21:52:17.726,6092719.0
21:52:17.766,6093592.0
21:52:17.806,6092907.0
21:52:17.846,6091420.0
21:52:17.886,6091123.0
21:52:17.926,6091104.0
21:52:17.966,6091138.0
21:52:18.006,6091203.0
21:52:18.046,6091448.0
21:52:18.086,6091640.0
21:52:18.126,6091075.0
21:52:18.166,6090861.0
21:52:18.206,6090833.0
21:52:18.246,6092423.0
21:52:18.286,6091890.0
21:52:18.326,6091561.0
21:52:18.366,6091891.0
21:52:18.406,6092217.0
21:52:18.446,6093266.0
21:52:18.486,6093422.0
21:52:18.526,6091962.0
21:52:18.566,6091180.0
21:52:18.606,6091098.0
21:52:18.646,6091196.0
21:52:18.686,6091289.0
21:52:18.726,6091279.0
21:52:18.766,6091654.0
21:52:18.806,6091577.0
21:52:18.846,6091085.0
21:52:18.886,6090815.0
21:52:18.926,6091060.0
21:52:18.966,6089510.0
21:52:19.006,6091436.0
21:52:19.046,6091643.0
21:52:19.086,6092009.0
21:52:19.126,6092856.0
21:52:19.166,6093798.0
21:52:19.206,6093274.0
21:52:19.246,6091485.0
21:52:19.286,6091133.0
21:52:19.326,6091143.0
21:52:19.366,6091208.0
21:52:19.406,6091352.0
21:52:19.446,6091266.0
21:52:19.486,6091732.0
21:52:19.526,6091495.0
21:52:19.566,6090865.0
21:52:19.606,6090809.0
21:52:19.646,6091875.0
21:52:19.686,6090068.0
21:52:19.726,6091452.0
21:52:19.766,6091839.0
21:52:19.806,6092255.0
21:52:19.846,6093129.0
21:52:19.886,6093989.0
21:52:19.926,6093093.0
21:52:19.966,6091456.0
21:52:20.006,6091026.0
21:52:20.046,6091104.0
21:52:47.118,6084542.0
21:52:47.158,6087596.0
21:52:47.198,6088143.0
21:52:47.238,6089047.0
21:52:47.278,6089659.0
21:52:47.318,6088181.0
21:52:47.358,6087295.0
21:52:47.398,6087266.0
21:52:47.438,6087298.0
21:52:47.478,6087379.0
21:52:47.518,6087725.0
21:52:47.558,6087846.0
21:52:47.598,6087264.0
21:52:47.638,6087077.0
21:52:47.678,6087138.0
21:52:47.718,6089935.0
21:52:47.758,6088433.0
21:52:47.798,6087990.0
21:52:47.838,6088267.0
21:52:47.878,6088838.0
21:52:47.918,6089782.0
21:52:47.958,6090104.0
21:52:47.998,6088649.0
21:52:48.038,6087735.0
21:52:48.078,6087684.0
21:52:48.118,6087773.0
21:52:48.158,6087769.0
21:52:48.198,6087896.0
21:52:48.238,6090297.0
21:52:48.278,6090614.0
21:52:48.318,6088988.0
21:52:48.358,6088301.0
21:52:48.398,6088160.0
21:52:48.438,6088297.0
21:52:48.478,6088268.0
21:52:48.518,6088444.0
21:52:48.558,6088796.0
21:52:48.598,6088366.0
21:52:48.638,6087970.0
21:52:48.678,6087966.0
21:52:48.718,6089652.0
21:52:48.758,6088235.0
21:52:48.798,6088567.0
21:52:48.838,6088789.0
21:52:48.878,6089368.0
21:52:48.918,6090167.0
21:52:48.958,6090767.0
21:52:48.998,6089730.0
21:52:49.038,6088532.0
21:52:49.078,6088305.0
21:52:49.118,6088399.0
21:52:49.158,6088464.0
21:52:49.198,6088429.0
21:52:49.238,6088634.0
21:52:49.278,6088877.0
21:52:49.318,6088366.0
21:52:49.358,6088036.0
21:52:49.398,6088031.0
21:52:49.438,6089640.0
21:52:49.478,6088076.0
21:52:49.518,6088593.0
21:52:49.558,6089004.0
21:52:49.598,6089410.0
21:52:49.638,6090217.0
21:52:49.678,6091086.0
21:52:49.718,6090001.0
21:52:49.758,6088602.0
21:52:49.798,6088349.0
21:52:49.838,6088498.0
21:52:49.878,6088543.0
21:52:49.918,6088543.0
21:52:49.958,6088365.0
21:52:49.998,6088770.0
21:52:50.038,6088544.0
21:52:50.078,6088218.0
21:52:50.118,6088187.0
21:52:50.158,6088400.0
21:52:50.198,6087125.0
21:52:50.238,6088834.0
21:52:50.278,6089016.0
21:52:50.318,6089229.0
21:52:50.358,6090010.0
21:52:50.398,6090864.0
21:52:50.438,6090323.0
21:52:50.478,6088877.0
21:52:50.518,6088504.0
21:52:50.558,6088512.0
21:52:50.598,6088703.0
21:52:50.638,6088719.0
21:52:50.678,6088995.0
21:52:50.718,6089267.0
21:52:50.758,6088663.0
21:52:50.798,6088550.0
21:52:50.838,6088670.0
21:52:50.878,6090399.0
21:52:50.918,6089939.0
21:52:50.958,6089292.0
21:52:50.998,6089493.0
21:52:51.038,6090174.0
21:52:51.078,6091077.0
21:52:52.085,6091379.0
21:52:52.125,6089421.0
21:52:52.165,6089739.0
21:52:52.205,6089893.0
21:52:52.245,6089170.0
21:52:52.285,6088948.0
21:52:52.325,6089001.0
21:52:52.365,6089083.0
21:52:52.405,6090216.0
21:52:52.445,6089641.0
21:52:52.485,6090058.0
21:52:52.525,6090709.0
21:52:52.565,6091648.0
21:52:52.605,6091427.0
21:52:52.645,6089783.0
21:52:52.685,6089247.0
21:52:52.725,6089230.0
21:52:52.765,6089319.0
21:52:52.805,6089385.0
21:52:52.845,6089556.0
21:52:52.885,6089718.0
21:52:52.925,6089134.0
21:52:52.965,6088996.0
21:52:53.005,6088946.0
21:52:53.045,6090961.0
21:52:53.085,6090415.0
21:52:53.125,6089729.0
21:52:53.165,6090039.0
21:52:53.205,6090634.0
21:52:53.245,6091588.0
21:52:53.285,6091854.0
21:52:53.325,6090254.0
21:52:53.365,6089501.0
21:52:53.405,6089430.0
21:52:53.445,6089457.0
21:52:53.485,6089444.0
21:52:53.525,6089700.0
21:52:53.565,6090032.0
21:52:53.605,6089339.0
21:52:53.645,6089119.0
21:52:53.685,6089105.0
21:52:53.725,6090566.0
21:52:53.765,6090313.0
21:52:53.805,6089887.0
21:52:53.845,6090242.0
21:52:53.885,6090816.0
21:52:53.925,6091785.0
21:52:53.965,6091794.0
21:52:54.005,6090165.0
21:52:54.045,6089556.0
21:52:54.085,6089531.0
21:52:54.125,6089543.0
21:52:54.165,6089599.0
21:52:54.205,6089970.0
21:52:54.245,6090038.0
21:52:54.285,6089466.0
21:52:54.325,6089302.0
21:52:54.365,6089176.0
21:52:54.405,6091786.0
21:52:54.445,6090078.0
21:52:54.485,6089992.0
21:52:54.525,6090297.0
21:52:54.565,6090812.0
21:52:54.605,6091711.0
21:52:54.645,6092190.0
21:52:54.685,6090847.0
21:52:54.725,6089703.0
21:52:54.765,6089573.0
21:52:54.805,6089469.0
21:52:54.845,6089508.0
21:52:54.885,6089429.0
21:52:54.925,6089733.0
21:52:54.965,6089591.0
21:52:55.005,6089025.0
21:52:55.045,6088987.0
21:52:55.085,6088916.0
21:52:55.125,6091124.0
21:52:55.165,6089573.0
21:52:55.205,6089611.0
21:52:55.245,6089726.0
21:52:55.285,6090388.0
21:52:55.325,6091141.0
21:52:55.365,6091556.0
21:52:55.405,6090282.0
21:52:55.445,6089158.0
21:52:55.485,6088979.0
21:52:55.525,6088992.0
21:52:55.565,6089206.0
21:52:55.605,6089381.0
21:52:55.645,6089473.0
21:52:55.685,6089021.0
21:52:55.725,6088782.0
21:52:55.765,6088644.0
21:52:55.805,6090896.0
21:52:55.845,6090040.0
21:52:55.885,6089580.0
21:52:55.925,6089773.0
21:52:55.965,6090320.0
21:52:56.005,6091195.0
21:52:56.045,6091517.0
21:52:57.085,6089954.0
21:52:57.125,6089008.0
21:52:57.165,6088924.0
21:52:57.205,6090818.0
21:52:57.245,6090073.0
21:52:57.285,6089709.0
21:52:57.325,6089970.0
21:52:57.365,6090539.0
21:52:57.405,6091478.0
21:52:57.445,6091508.0
21:52:57.485,6089911.0
21:52:57.525,6089145.0
21:52:57.565,6089135.0
21:52:57.605,6089501.0
21:52:57.645,6089836.0
21:52:57.685,6089567.0
21:52:57.725,6089132.0
21:52:57.765,6088800.0
21:52:57.805,6089973.0
21:52:57.845,6088800.0
21:52:57.885,6089529.0
21:52:57.925,6089805.0
21:52:57.965,6090086.0
21:52:58.005,6091072.0
21:52:58.045,6091767.0
21:52:58.085,6090516.0
21:52:58.125,6089012.0
21:52:58.165,6089011.0
21:52:58.205,6088638.0
21:52:58.245,6089051.0
21:52:58.285,6088911.0
21:52:58.325,6088248.0
21:52:58.365,6088476.0
21:52:58.405,6088285.0
21:52:58.445,6090068.0
21:52:58.485,6088694.0
21:52:58.525,6088858.0
21:52:58.565,6088967.0
21:52:58.605,6089363.0
21:52:58.645,6090333.0
21:52:58.685,6090549.0
21:52:58.725,6089311.0
21:52:58.765,6088520.0
21:52:58.805,6088308.0
21:52:58.845,6088475.0
21:52:58.885,6088919.0
21:52:58.925,6088838.0
21:52:58.965,6088364.0
21:52:59.005,6088249.0
21:52:59.045,6088053.0
21:52:59.085,6089858.0
21:52:59.125,6089252.0
21:52:59.165,6088904.0
21:52:59.205,6089107.0
21:52:59.245,6089747.0
21:52:59.285,6090460.0
21:52:59.325,6090534.0
21:52:59.365,6089228.0
21:52:59.405,6088698.0
21:52:59.445,6088635.0
21:52:59.485,6088780.0
21:52:59.525,6089088.0
21:52:59.565,6089365.0
21:52:59.605,6088561.0
21:52:59.645,6088502.0
21:52:59.685,6088470.0
21:52:59.725,6089974.0
21:52:59.765,6089423.0
21:52:59.805,6089157.0
21:52:59.845,6089440.0
21:52:59.885,6089920.0
21:52:59.925,6090819.0
21:52:59.965,6090786.0
21:53:00.005,6089426.0
21:53:00.045,6088865.0
21:53:00.085,6088878.0
21:53:00.125,6088941.0
21:53:00.165,6089126.0
21:53:00.205,6089398.0
21:53:00.245,6089170.0
21:53:00.285,6088826.0
21:53:00.325,6088630.0
21:53:00.365,6089781.0
21:53:00.405,6088915.0
21:53:00.445,6089213.0
21:53:00.485,6089529.0
21:53:00.525,6089946.0
21:53:00.565,6090749.0
21:53:00.605,6091471.0
21:53:00.645,6090434.0
21:53:00.685,6089161.0
21:53:00.725,6089132.0
21:53:00.765,6089242.0
21:53:00.805,6089333.0
21:53:00.845,6089549.0
21:53:00.885,6089690.0
21:53:00.925,6089111.0
21:53:00.965,6088924.0
21:53:01.005,6088757.0
21:53:01.045,6090914.0
21:53:02.142,6089652.0
21:53:02.182,6090872.0
21:53:02.222,6089653.0
21:53:02.262,6089645.0
21:53:02.302,6089707.0
21:53:02.342,6089803.0
21:53:02.382,6090059.0
21:53:02.422,6090290.0
21:53:02.462,6089492.0
21:53:02.502,6089198.0
21:53:02.542,6089265.0
21:53:02.582,6089313.0
21:53:02.622,6090318.0
21:53:02.662,6090298.0
21:53:02.702,6090731.0
21:53:02.742,6091542.0
21:53:02.782,6092449.0
21:53:02.822,6092308.0
21:53:02.862,6090511.0
21:53:02.902,6089902.0
21:53:02.942,6090032.0
21:53:02.982,6089835.0
21:53:03.022,6090095.0
21:53:03.062,6090192.0
21:53:03.102,6089470.0
21:53:03.142,6089129.0
21:53:03.182,6089094.0
21:53:03.222,6091124.0
21:53:03.262,6090454.0
21:53:03.302,6089940.0
21:53:03.342,6090260.0
21:53:03.382,6091192.0
21:53:03.422,6092337.0
21:53:03.462,6092565.0
21:53:03.502,6090557.0
21:53:03.542,6089504.0
21:53:03.582,6089504.0
21:53:03.622,6089321.0
21:53:03.662,6089669.0
21:53:03.702,6089711.0
21:53:03.742,6089006.0
21:53:03.782,6088792.0
21:53:03.822,6088765.0
21:53:03.862,6089974.0
21:53:03.902,6090243.0
21:53:03.942,6089648.0
21:53:03.982,6090110.0
21:53:04.022,6090669.0
21:53:04.062,6091624.0
21:53:04.102,6091561.0
21:53:04.142,6089857.0
21:53:04.182,6089375.0
21:53:04.222,6089532.0
21:53:04.262,6089538.0
21:53:04.302,6089883.0
21:53:04.342,6090152.0
21:53:04.382,6089437.0
21:53:04.422,6089132.0
21:53:04.462,6089017.0
21:53:04.502,6088713.0
21:53:04.542,6089968.0
21:53:04.582,6089848.0
21:53:04.622,6090139.0
21:53:04.662,6090898.0
21:53:04.702,6091613.0
21:53:04.742,6091224.0
21:53:04.782,6089318.0
21:53:04.822,6088799.0
21:53:04.862,6088667.0
21:53:04.902,6088731.0
21:53:04.942,6088938.0
21:53:04.982,6089019.0
21:53:05.022,6088142.0
21:53:05.062,6087981.0
21:53:05.102,6087878.0
21:53:05.142,6086618.0
21:53:05.182,6088806.0
21:53:05.222,6088905.0
21:53:05.262,6089247.0
21:53:05.302,6090208.0
21:53:05.342,6091057.0
21:53:05.382,6090552.0
21:53:05.422,6088570.0
21:53:05.462,6088432.0
21:53:05.502,6088531.0
21:53:05.542,6088537.0
21:53:05.582,6088801.0
21:53:05.622,6089046.0
21:53:05.662,6088470.0
21:53:05.702,6088264.0
21:53:05.742,6088237.0
21:53:05.782,6088181.0
21:53:05.822,6089349.0
21:53:05.862,6088937.0
21:53:05.902,6089378.0
21:53:05.942,6090231.0
21:53:05.982,6091174.0
21:53:06.022,6090873.0
21:53:06.062,6089135.0
21:53:06.102,6088787.0
21:53:07.076,6088803.0
21:53:07.116,6090999.0
21:53:07.156,6089511.0
21:53:07.196,6089247.0
21:53:07.236,6089612.0
21:53:07.276,6090140.0
21:53:07.316,6091018.0
21:53:07.356,6091321.0
21:53:07.396,6089718.0
21:53:07.436,6088865.0
21:53:07.476,6088860.0
21:53:07.516,6089014.0
21:53:07.556,6088940.0
21:53:07.596,6089043.0
21:53:07.636,6089369.0
21:53:07.676,6089101.0
21:53:07.716,6088614.0
21:53:07.756,6088483.0
21:53:07.796,6090264.0
21:53:07.836,6088978.0
21:53:07.876,6089113.0
21:53:07.916,6089421.0
21:53:07.956,6089946.0
21:53:07.996,6090703.0
21:53:08.036,6091126.0
21:53:08.076,6089759.0
21:53:08.116,6088617.0
21:53:08.156,6088542.0
21:53:08.196,6088527.0
21:53:08.236,6088423.0
21:53:08.276,6088336.0
21:53:08.316,6088560.0
21:53:08.356,6088761.0
21:53:08.396,6088267.0
21:53:08.436,6088107.0
21:53:08.476,6087935.0
21:53:08.516,6090382.0
21:53:08.556,6089159.0
21:53:08.596,6088732.0
21:53:08.636,6089132.0
21:53:08.676,6089706.0
21:53:08.716,6090615.0
21:53:08.756,6090989.0
21:53:08.796,6089395.0
21:53:08.836,6088551.0
21:53:08.876,6088421.0
21:53:08.916,6088437.0
21:53:08.956,6088448.0
21:53:08.996,6088399.0
21:53:09.036,6088580.0
21:53:09.076,6088822.0
21:53:09.116,6088161.0
21:53:09.156,6087938.0
21:53:09.196,6087902.0
21:53:09.236,6088099.0
21:53:09.276,6089154.0
21:53:09.316,6088758.0
21:53:09.356,6089153.0
21:53:09.396,6089950.0
21:53:09.436,6091013.0
21:53:09.476,6090835.0
21:53:09.516,6088753.0
21:53:09.556,6088131.0
21:53:09.596,6088214.0
21:53:09.636,6088284.0
21:53:09.676,6088202.0
21:53:09.716,6088485.0
21:53:09.756,6088652.0
21:53:09.796,6088084.0
21:53:09.836,6087950.0
21:53:09.876,6087815.0
21:53:09.916,6088820.0
21:53:09.956,6089232.0
21:53:09.996,6088869.0
21:53:10.036,6089181.0
21:53:10.076,6089985.0
21:53:10.116,6090944.0
21:53:10.156,6090899.0
21:53:10.196,6089108.0
21:53:10.236,6088423.0
21:53:10.276,6088249.0
21:53:10.316,6088344.0
21:53:10.356,6088195.0
21:53:10.396,6088561.0
21:53:10.436,6088600.0
21:53:10.476,6088018.0
21:53:10.516,6087924.0
21:53:10.556,6087875.0
21:53:10.596,6089058.0
21:53:10.636,6089203.0
21:53:10.676,6088767.0
21:53:10.716,6089098.0
21:53:10.756,6089830.0
21:53:10.796,6090626.0
21:53:10.836,6090734.0
21:53:10.876,6088919.0
21:53:10.916,6088374.0
21:53:10.956,6088330.0
21:53:10.996,6088629.0
21:53:11.036,6088694.0
21:53:11.233,6089015.0
21:53:11.273,6089876.0
21:53:11.313,6090299.0
21:53:11.353,6091300.0
21:53:11.393,6091954.0
21:53:11.433,6090648.0
21:53:11.473,6089431.0
21:53:11.513,6089252.0
21:53:11.553,6089347.0
21:53:11.593,6089333.0
21:53:11.633,6089760.0
21:53:11.673,6089709.0
21:53:11.713,6089175.0
21:53:11.753,6089119.0
21:53:11.793,6089014.0
21:53:11.833,6091008.0
21:53:11.873,6090331.0
21:53:11.913,6089830.0
21:53:11.953,6090258.0
21:53:11.993,6090955.0
21:53:12.033,6092048.0
21:53:12.073,6092043.0
21:53:12.113,6090303.0
21:53:12.153,6089700.0
21:53:12.193,6089740.0
21:53:12.233,6089690.0
21:53:12.273,6089817.0
21:53:12.313,6089901.0
21:53:12.353,6090190.0
21:53:12.393,6089791.0
21:53:12.433,6089418.0
21:53:12.473,6089261.0
21:53:12.513,6091394.0
21:53:12.553,6090067.0
21:53:12.593,6090126.0
21:53:12.633,6090373.0
21:53:12.673,6091047.0
21:53:12.713,6092067.0
21:53:12.753,6092433.0
21:53:12.793,6090854.0
21:53:12.833,6089856.0
21:53:12.873,6089790.0
21:53:12.913,6089851.0
21:53:12.953,6089815.0
21:53:12.993,6089776.0
21:53:13.033,6089995.0
21:53:13.073,6090265.0
21:53:13.113,6089588.0
21:53:13.153,6089444.0
21:53:13.193,6089937.0
21:53:13.233,6088770.0
21:53:13.273,6090025.0
21:53:13.313,6090365.0
21:53:13.353,6090670.0
21:53:13.393,6091628.0
21:53:13.433,6092288.0
21:53:13.473,6091179.0
21:53:13.513,6089499.0
21:53:13.553,6089384.0
21:53:13.593,6089386.0
21:53:13.633,6089096.0
21:53:13.673,6088558.0
21:53:13.713,6088934.0
21:53:13.753,6088957.0
21:53:13.793,6089455.0
21:53:13.833,6088862.0
21:53:13.873,6088216.0
21:53:13.913,6087624.0
21:53:13.953,6089143.0
21:53:13.993,6089953.0
21:53:14.033,6088650.0
21:53:14.073,6088869.0
21:53:14.113,6088948.0
21:53:14.153,6089849.0
21:53:14.193,6089985.0
21:53:14.233,6087682.0
21:53:14.273,6087487.0
21:53:14.313,6087310.0
21:53:14.353,6087404.0
21:53:14.393,6087329.0
21:53:14.433,6087376.0
21:53:14.473,6087603.0
21:53:14.513,6087696.0
21:53:14.553,6087214.0
21:53:14.593,6086816.0
21:53:14.633,6086850.0
21:53:14.673,6085828.0
21:53:14.713,6087710.0
21:53:14.753,6087612.0
21:53:14.793,6087905.0
21:53:14.833,6088793.0
21:53:14.873,6089878.0
21:53:14.913,6089291.0
21:53:14.953,6087450.0
21:53:14.993,6086963.0
21:53:15.033,6086793.0
21:53:15.073,6087212.0
21:53:15.113,6086989.0
